City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,tolanaro,-25.0319,46.9987,25.04,78,40,3.09,MG,1706589205
361,aripuana,-9.1667,-60.6333,22.0,95,100,0.94,BR,1706589205
362,coahuayana de hidalgo,18.7,-103.6583,23.11,79,100,1.18,MX,1706589206
363,north platte,41.1239,-100.7654,4.65,80,0,1.34,US,1706589206
364,caleta de carquin,-11.0925,-77.6267,24.14,79,99,2.88,PE,1706589206
365,malango,-2.9627,119.9001,28.7,64,45,1.2,ID,1706589207
366,pathein,16.7833,94.7333,31.21,32,3,3.73,MM,1706589207
367,alaghsas,17.0187,8.0168,18.18,19,25,7.11,NE,1706589207
368,ladario,-19.0047,-57.6017,25.0,66,83,1.08,BR,1706589030
369,san pedro,14.35,121.0167,30.75,61,75,5.36,PH,1706589207
370,boguchany,58.3814,97.4531,-24.52,94,29,0.89,RU,1706589208
371,muang phonsavan,19.45,103.2167,26.05,37,6,1.81,LA,1706589208
372,ola,59.5833,151.2833,-17.91,79,81,3.53,RU,1706589208
373,gwanda,-20.9333,29.0,21.47,56,8,2.43,ZW,1706589208
374,lata,40.1629,-8.3327,8.37,87,62,1.79,PT,1706589208
375,malpica,43.3228,-8.8105,13.09,84,69,2.4,ES,1706589209
376,tissemsilt,35.6072,1.8108,4.76,63,100,2.14,DZ,1706589209
377,fale old settlement,-9.3852,-171.2468,29.85,68,89,1.27,TK,1706589209
378,wanning,18.8003,110.3967,24.84,67,73,1.94,CN,1706589209
379,nabire,-3.3667,135.4833,30.79,63,81,3.03,ID,1706589209
380,bryne,58.7354,5.6477,5.52,72,100,1.03,NO,1706589210
381,faro,37.0194,-7.9322,14.42,94,20,3.6,PT,1706589210
382,ad dabbah,18.05,30.95,12.82,34,44,4.1,SD,1706589210
383,vilyuchinsk,52.9306,158.4028,-7.85,79,89,2.6,RU,1706589210
384,warwick,41.7001,-71.4162,1.22,78,100,6.17,US,1706589022
385,enoch,37.7733,-113.0244,5.82,78,0,0.45,US,1706589211
386,kingston,17.997,-76.7936,25.53,85,20,1.03,JM,1706588921
387,jahangirpur,28.1833,77.7167,18.23,52,50,0.28,IN,1706589211
388,thayetmyo,19.3167,95.1833,30.12,16,1,1.65,MM,1706589211
389,urzhar,47.093,81.6294,-8.69,81,97,0.95,KZ,1706589211
390,chui,-33.6971,-53.4616,17.6,86,0,0.89,UY,1706589212
391,kenai,60.5544,-151.2583,-14.95,78,0,13.89,US,1706589212
392,dalandzadgad,43.5708,104.425,-12.82,68,2,0.93,MN,1706589212
393,tabuk,17.4189,121.4443,26.21,59,37,3.26,PH,1706589212
394,shuangjiang,26.1547,109.7138,9.16,96,100,1.4,CN,1706589213
395,la passe,45.5549,-0.8967,10.13,91,100,2.47,FR,1706589213
396,kailua-kona,19.6406,-155.9956,26.98,85,75,7.2,US,1706588975
397,tarawa,1.419,172.984,31.05,70,40,6.17,KI,1706589213
398,saldanha,-33.0117,17.9442,18.03,88,99,2.21,ZA,1706589214
399,nurdagi,37.1773,36.7419,3.99,68,100,4.36,TR,1706589214
400,leava,-14.3,-178.1667,29.68,82,100,6.14,WF,1706589214
401,loch garman,52.3342,-6.4575,2.72,100,21,3.13,IE,1706589170
402,kosh-agach,50.0,88.6667,-24.83,97,45,0.45,RU,1706589215
403,yeonggwang,35.275,126.5094,7.81,36,8,0.9,KR,1706589215
404,rancho palos verdes,33.7445,-118.387,19.75,63,0,4.12,US,1706589157
405,capayan,-28.761,-66.0502,27.75,39,0,3.92,AR,1706589215
406,antalaha,-14.9003,50.2788,25.28,89,97,2.45,MG,1706589215
407,halifax,44.6453,-63.5724,-6.0,81,99,5.81,CA,1706589069
408,bassar,9.25,0.7833,22.15,23,26,1.78,TG,1706589216
409,gremyachevo,54.7503,38.5869,-2.2,88,100,6.71,RU,1706589216
410,amilly,47.9728,2.7719,10.03,89,100,4.08,FR,1706589216
411,faya-largeau,17.9257,19.1043,14.21,37,84,10.59,TD,1706589216
412,ingleside,27.8778,-97.2117,14.43,77,0,2.57,US,1706589164
413,kapa'a,22.0752,-159.319,26.18,70,0,5.66,US,1706589217
414,laminusa,5.5549,120.9136,26.99,81,100,3.38,PH,1706589217
415,tuy hoa,13.0833,109.3,25.05,72,22,3.65,VN,1706589217
416,maues,-3.3836,-57.7186,23.66,94,28,1.14,BR,1706589217
417,al ain city,24.1917,55.7606,16.79,63,0,3.6,AE,1706589218
418,pangody,65.85,74.4859,-22.79,94,9,6.17,RU,1706589218
419,rabo de peixe,37.8,-25.5833,17.77,99,75,7.72,PT,1706589218
420,moroni,-11.7022,43.2551,27.5,76,98,2.02,KM,1706589218
421,srivardhan,18.0333,73.0167,27.77,35,75,2.35,IN,1706589218
422,korsakov,46.6328,142.7813,-3.09,69,77,4.81,RU,1706589218
423,altayskoye,51.9533,85.3325,-15.14,85,43,0.83,RU,1706589219
424,keelung,25.1283,121.7419,20.56,86,96,2.43,TW,1706589219
425,kanniyakumari,8.0833,77.5667,27.74,62,39,7.98,IN,1706589219
426,trevelin,-43.0858,-71.4639,16.71,53,100,2.24,AR,1706589219
427,hinton,53.4001,-117.5857,-0.26,94,83,2.28,CA,1706589219
428,dryden,49.7833,-92.7503,-1.84,93,100,5.14,CA,1706589220
429,cosala,24.4125,-106.6908,18.95,45,98,0.85,MX,1706589220
430,zhangye,38.9342,100.4517,3.87,17,73,0.39,CN,1706589220
431,zarqa,32.0728,36.088,7.95,100,75,4.12,JO,1706589220
432,maun,-19.9833,23.4167,20.98,100,0,2.06,BW,1706589220
433,sirvintos,55.05,24.95,-0.42,81,100,3.95,LT,1706589221
434,upington,-28.4478,21.2561,22.21,30,0,0.51,ZA,1706589221
435,la gi,10.6667,107.7833,29.33,55,41,7.41,VN,1706589221
436,alwar,27.5667,76.6,19.03,42,97,0.43,IN,1706589221
437,nyurba,63.2842,118.3319,-28.0,92,43,2.47,RU,1706589221
438,tamboril,19.4854,-70.611,23.43,94,75,2.06,DO,1706589222
439,borrazopolis,-23.9411,-51.5875,17.21,75,56,0.89,BR,1706589222
440,ta`u,-14.2336,-169.5144,29.14,76,94,3.18,AS,1706589222
441,mamuju,-2.6748,118.8885,30.17,69,51,3.69,ID,1706589222
442,lagoa,39.05,-27.9833,16.02,91,76,8.02,PT,1706589222
443,ngerengere,-6.75,38.1167,24.19,96,100,0.56,TZ,1706589223
444,serdar,38.9764,56.2757,2.63,67,17,2.73,TM,1706589223
445,magadan,59.5667,150.8,-17.82,78,87,2.81,RU,1706589223
446,hamilton,39.1834,-84.5333,1.72,86,100,4.63,US,1706589095
447,ciudad lazaro cardenas,17.9583,-102.2,24.68,78,100,1.25,MX,1706589223
448,newman,37.3138,-121.0208,16.27,90,75,0.89,US,1706589224
449,khiri mat,16.8333,99.8,26.04,68,86,3.63,TH,1706589224
450,moranbah,-22.0016,148.0466,36.46,40,100,5.25,AU,1706589224
451,dabai,11.4765,5.2063,20.99,16,52,4.85,NG,1706589224
452,nogliki,51.8333,143.1667,-10.92,86,100,3.13,RU,1706589224
453,paredon,16.0333,-93.8667,22.07,64,2,9.58,MX,1706589225
454,blagoevgrad,42.0167,23.1,-2.61,76,5,3.13,BG,1706589225
455,istmina,5.1605,-76.684,24.53,97,100,0.3,CO,1706589225
456,grand falls-windsor,48.9332,-55.6649,-11.39,84,99,3.58,CA,1706588997
457,st. paul,44.9444,-93.0933,4.95,78,100,5.66,US,1706588988
458,sao miguel do araguaia,-13.275,-50.1628,21.75,95,100,1.47,BR,1706589225
459,sidi ifni,29.3797,-10.173,19.4,30,0,3.31,MA,1706589226
460,linqiong,30.4159,103.4609,6.9,59,90,2.06,CN,1706589226
461,calca,-13.3333,-71.95,13.64,87,100,1.48,PE,1706589226
462,milagros,12.2181,123.5095,27.82,70,99,7.89,PH,1706589226
463,geraldton,-28.7667,114.6,34.23,31,0,7.72,AU,1706589226
464,fairfield,41.2668,-73.3162,1.71,70,100,3.09,US,1706589226
465,khor,47.8861,134.9464,-17.24,84,28,4.85,RU,1706589227
466,north vernon,39.0062,-85.6236,0.48,90,1,2.72,US,1706589227
467,chai nat,15.1167,100.1,28.36,99,100,0.6,TH,1706589227
468,strezhevoy,60.7333,77.5889,-21.13,100,93,2.24,RU,1706589227
469,urjala,61.0833,23.5333,-5.11,95,100,1.62,FI,1706589227
470,nouadhibou,20.931,-17.0347,19.67,47,0,6.41,MR,1706589228
471,posto fiscal rolim de moura,-13.0833,-62.2667,23.83,90,82,0.83,BR,1706589228
472,koh kong,11.6175,102.9806,29.35,61,55,3.53,KH,1706589228
473,shahrud,36.4182,54.9763,0.61,55,5,2.69,IR,1706589228
474,benguela,-12.5763,13.4055,26.38,81,100,1.31,AO,1706589228
475,dadukou,26.5479,101.7054,18.14,36,0,1.13,CN,1706589228
476,ballina,-28.8667,153.5667,24.9,87,93,5.57,AU,1706589229
477,poteau,35.0537,-94.6236,7.26,93,0,1.54,US,1706589229
478,igarka,67.4667,86.5833,-22.13,85,100,7.31,RU,1706589229
479,centralia,46.7162,-122.9543,13.2,95,75,2.57,US,1706589229
480,rupert,42.6191,-113.6772,3.97,87,0,5.66,US,1706589230
481,pskov,57.8136,28.3496,0.95,86,100,2.0,RU,1706589230
482,sydney mines,46.2367,-60.2177,-5.0,89,100,11.83,CA,1706589007
483,portland,45.5234,-122.6762,13.69,80,75,3.6,US,1706588572
484,junin de los andes,-39.9504,-71.0694,12.08,47,100,3.09,AR,1706589230
485,newala kisimani,-10.95,39.2833,20.94,94,100,0.91,TZ,1706589230
486,tadine,-21.55,167.8833,27.68,70,40,4.94,NC,1706589231
487,powell river,49.8496,-124.5361,13.44,84,100,11.51,CA,1706589231
488,huambo,-12.7761,15.7392,17.89,94,100,0.0,AO,1706589231
489,queenstown,-31.8976,26.8753,18.76,81,8,2.17,ZA,1706589061
490,horta,38.5333,-28.6333,16.12,91,93,3.13,PT,1706589231
491,wakkanai,45.4094,141.6739,-2.01,69,40,8.23,JP,1706589231
492,kourou,5.1552,-52.6478,24.03,89,28,3.8,GF,1706589232
493,paramonga,-10.6667,-77.8333,24.05,81,95,2.37,PE,1706589232
494,damghan,36.1683,54.348,2.32,53,5,0.45,IR,1706589232
495,tokar,18.4254,37.729,21.99,64,100,4.59,SD,1706589232
496,mareeba,-17.0,145.4333,34.13,69,98,2.43,AU,1706589232
497,east london,-33.0153,27.9116,23.52,83,100,9.26,ZA,1706589233
498,tshikapa,-6.4167,20.8,21.71,91,97,0.49,CD,1706589233
499,yass,-34.8333,148.9167,31.58,58,41,0.89,AU,1706589233
500,porto novo,6.4965,2.6036,24.43,84,1,0.67,BJ,1706589233
501,ndele,8.4109,20.6473,19.38,26,79,2.14,CF,1706589233
502,tosno,59.54,30.8775,1.58,97,100,1.63,RU,1706589234
503,gobabis,-22.45,18.9667,21.4,64,100,3.37,NA,1706589234
504,kulhudhuffushi,6.6221,73.07,27.44,70,30,3.86,MV,1706589234
505,taltal,-25.4,-70.4833,20.14,85,16,0.53,CL,1706589020
506,abaza,52.655,90.0928,-9.3,85,48,0.45,RU,1706589234
507,bayanaul,50.7889,75.6956,-12.37,76,100,1.14,KZ,1706589235
508,sinjai,-5.1241,120.253,28.4,77,99,1.36,ID,1706589235
509,rioja,-29.4111,-66.8507,27.11,38,0,2.18,AR,1706589006
510,san jose del guaviare,2.5729,-72.6459,24.84,52,97,0.58,CO,1706589235
511,nuwara eliya,6.9708,80.7829,18.61,76,71,1.9,LK,1706589235
512,baturaja,-4.1333,104.1667,26.4,85,99,1.63,ID,1706589235
513,namibe,-15.1961,12.1522,22.53,81,41,1.57,AO,1706589236
514,meulaboh,4.1363,96.1285,29.42,65,30,1.93,ID,1706589236
515,foster city,37.5586,-122.2711,17.34,78,0,2.57,US,1706589236
516,shizunai-furukawacho,42.3339,142.3669,2.08,65,39,5.74,JP,1706589236
517,al jahra',29.3375,47.6581,16.46,38,90,3.87,KW,1706589236
518,itacare,-14.2775,-38.9967,24.19,89,50,2.07,BR,1706589236
519,sayaxche,16.5167,-90.1667,17.65,96,100,1.32,GT,1706589237
520,saudarkrokur,65.7461,-19.6394,-2.97,74,91,6.8,IS,1706589237
521,nurota,40.5614,65.6886,2.29,66,65,6.07,UZ,1706589237
522,lyepyel',54.8814,28.6932,-1.57,84,100,3.33,BY,1706589237
523,sao joao dos patos,-6.495,-43.7022,21.85,83,52,1.24,BR,1706589237
524,tralee,52.2704,-9.7026,5.17,77,75,1.64,IE,1706589238
525,fort mcmurray,56.7268,-111.381,5.73,65,0,2.06,CA,1706589238
526,saint-pierre,-21.3393,55.4781,27.82,78,0,1.54,RE,1706589238
527,jianshui,23.6363,102.8264,19.01,52,45,4.46,CN,1706589238
528,taizhou,32.4933,119.9106,8.06,90,100,4.17,CN,1706589238
529,bafq,31.6128,55.4107,8.24,40,7,1.36,IR,1706589239
530,bargaal,11.2864,51.0773,25.42,72,60,3.78,SO,1706589239
531,choma,-16.8065,26.9531,18.5,83,1,2.07,ZM,1706589239
532,coquimbo,-29.9533,-71.3436,17.85,88,100,2.57,CL,1706589161
533,ugoofaaru,5.6667,73.0,27.49,73,14,4.61,MV,1706589239
